mfcc,zcr,srf,flux,chroma,class
"[-4.9741660e+02  4.4500866e+01  2.0329062e+01  1.5910483e+01
  1.2038281e+01  3.1479475e+00 -5.8965998e+00 -8.0299025e+00
 -1.1505741e+01 -3.0313144e+00 -1.2141611e+01  3.8911438e+00
  5.6876950e-02  6.2600565e+00  1.0026315e+01  5.4729691e+00
 -2.9575586e+00  6.2329516e+00 -3.3840940e+00  1.5413330e+00
  3.9679842e+00 -2.3597908e+00 -3.8432224e+00  4.6719851e+00
 -8.1749611e+00 -7.3261899e-01 -3.5672762e+00  1.6450436e-01
 -3.3983397e+00 -1.4277979e+00 -7.7914200e+00  6.5137324e+00
  1.3400217e+01  2.5737379e+01  3.2379753e+01  3.3045902e+01
  2.2553616e+01  9.4921379e+00 -3.4546201e+00  7.1045005e-01]",-0.9326849925598328,-0.28075668465561743,-0.08048219432205153,"[0.26033977 0.2106024  0.25390834 0.19661902 0.12687568 0.15282823
 0.29955763 0.7518573  0.5441153  0.17802158 0.16274513 0.2770315 ]",neutral
"[-3.9768921e+02  5.6096519e+01  1.2401476e+01  2.8463417e+01
 -6.0986571e+00  6.9637668e-01 -6.1126585e+00 -1.8626543e+01
 -6.2482667e+00  6.5910430e+00 -1.4499731e+01  7.9189978e+00
 -1.8813423e+00  5.1994658e+00  2.4172413e+00 -5.0540123e+00
  2.0664978e+00 -1.4819438e+00 -1.1492510e+01 -4.2108849e-01
 -4.2356958e+00 -6.1185775e+00 -6.2856956e+00 -8.6676800e-01
 -4.0521016e+00 -1.9064896e+00 -4.3447957e+00  8.8218987e-01
 -6.1938119e+00 -3.6639547e+00 -9.2822609e+00 -1.8651094e+00
  6.5679777e-01  1.5206497e+01  2.2346003e+01  3.2391243e+01
  2.9069937e+01  1.8515953e+01  3.5918956e+00  1.7419316e-01]",-0.43082720893775023,-0.48331604819593815,0.40010396926166425,"[0.1667237  0.36015743 0.5578127  0.16136467 0.10543985 0.14555165
 0.41967207 0.58033234 0.30518955 0.1667588  0.16859385 0.15776792]",neutral
"[-3.28553192e+02  1.74131470e+01  2.74530149e+00  1.09909544e+01
 -2.57191067e+01 -6.70571089e+00 -2.35285237e-01 -2.02989998e+01
 -4.11898088e+00 -3.67357850e+00 -8.70009327e+00  7.60445595e+00
 -1.04496107e+01  9.46885777e+00  7.33874261e-01 -2.49652100e+00
  1.33071733e+00 -3.37691188e+00 -7.71311951e+00 -2.58096546e-01
 -6.13318968e+00 -2.05543017e+00 -5.22414589e+00  2.72062373e+00
 -6.29127085e-01  7.04283524e+00  6.26157713e+00  1.29268217e+01
  1.35395155e+01  1.45369949e+01  7.99630356e+00  9.03534794e+00
  3.83975029e+00  4.30114508e+00  2.88989902e+00  2.48316264e+00
 -2.35715127e+00 -2.99661011e-01 -4.22288924e-01  2.46836400e+00]",0.9334095594844333,1.3923066665261206,1.3362007739736173,"[0.39706013 0.42231727 0.31930822 0.32087806 0.2147678  0.2305442
 0.26769248 0.2699699  0.36908054 0.39718902 0.43040016 0.42819288]",angry
"[-6.4112567e+02  7.8294258e+01  7.6156101e+00  1.7364248e+01
  9.9645510e+00  1.4715456e+00  3.1011155e+00  1.9279842e+00
 -2.2399193e-02 -8.2669502e-01  1.6280186e+00  3.8097878e+00
 -1.1293316e+00  1.9282277e+00  2.5577657e+00 -3.8849211e-01
 -6.9820821e-02 -1.1908069e+00  3.3121893e+00  3.0000851e-01
 -7.3732233e-01  1.6528429e+00 -2.4517505e+00  1.0976671e+00
 -7.2764784e-01  1.3181438e+00 -2.2803807e+00  1.3483987e+00
 -4.9945632e-01  1.7310110e+00  8.5111600e-01  7.8427839e-01
  4.6975991e-01  1.8148458e-02 -1.1613463e+00  1.4028230e+00
 -3.2968229e-01  1.2114637e+00 -1.8750448e+00  1.4504763e-01]",-0.30198523021233903,-0.2675976869989665,-1.2933132170328634,"[0.49811262 0.50076854 0.5029243  0.5570554  0.5604407  0.52973646
 0.5670774  0.5820123  0.5945794  0.6113202  0.56914574 0.5047066 ]",neutral
"[-6.68341248e+02  4.30751305e+01  1.26110344e+01  8.96017742e+00
  5.10548782e+00  5.10681772e+00  1.91355467e+00 -6.27284706e-01
 -2.74873710e+00 -7.78062165e-01  4.63965464e+00  6.56791329e-01
 -1.08282459e+00  1.11360228e+00  1.55739045e+00 -2.79377818e-01
 -1.00599706e-01  1.81182623e-02 -4.67979014e-02  3.16825747e+00
 -1.36331749e+00  4.53503895e+00  1.82570660e+00  7.57352352e-01
  1.04388273e+00  6.62585139e-01 -7.05298483e-01  2.85740399e+00
  5.63820839e-01  4.22074795e+00  3.33491921e+00  4.41085768e+00
  2.34940791e+00  2.08095312e+00  7.29325116e-02  9.91001666e-01
  5.52887440e-01  1.89336956e+00  6.69915318e-01  1.30326641e+00]",0.4172092482079995,1.7642886400232187,-1.8779247624217699,"[0.4825978  0.5215074  0.5823902  0.64730537 0.7081247  0.6815715
 0.5834119  0.5607787  0.5457719  0.5623541  0.54061913 0.47760963]",surprise
"[-7.0824323e+02  8.4343025e+01  6.3724141e+00  2.3965912e+01
  1.8191727e+01  5.1674542e+00 -8.3111181e+00 -8.1540041e+00
 -8.8513842e+00 -2.0212898e+00 -2.8856498e-01 -8.6147766e+00
  1.2835155e-01  1.6845800e+00 -4.3221827e+00  1.2885270e+00
 -6.1391038e-01 -1.6222630e+00 -3.0548406e+00  6.7159146e-01
 -4.4662561e+00  1.2191585e+00 -6.5568776e+00  7.7600753e-01
 -5.0412345e+00  7.1073139e-01 -4.3658876e+00  7.8108203e-01
 -2.2751651e+00  5.7372105e-01 -1.5521222e+00  8.9905018e-01
 -2.5378892e+00 -7.6656097e-01 -1.5344356e+00  7.2628105e-01
 -5.3341955e-01 -7.9548693e-01 -3.8877470e+00 -1.7140719e+00]",0.8451952974144856,0.5370151468278377,-0.3137458102575117,"[0.39735708 0.4092057  0.4324127  0.47107068 0.4307434  0.40543497
 0.3921867  0.50856894 0.6267737  0.6111939  0.58090127 0.47026765]",sad
"[-5.7955328e+02  5.6864445e+01 -1.7325172e+00  1.4813868e+01
  1.1037875e+01  6.2699766e+00  2.2304759e+00 -7.3029976e+00
 -5.0162148e+00  6.1538901e+00  4.6992293e-01 -4.9591856e+00
  4.7066979e+00 -4.7512040e-01  5.1559210e-01  1.8917284e+00
 -3.9545770e+00 -1.6334350e+00 -2.6433978e+00 -4.5209703e-01
 -3.5797968e+00 -7.7597225e-01 -1.7537545e+00  1.3110653e+00
 -1.7146145e+00  5.4760945e-01 -2.1929061e+00  1.3423344e+00
 -1.0951967e+00  8.3746326e-01  2.4535172e+00  3.4105117e+00
  1.2800852e+00  1.3631310e+00  5.3765893e-01  1.3360068e+00
  1.5989059e+00  6.1742514e-01  3.2319206e-01  2.3250234e+00]",-0.2780668706717772,0.6181839703473685,-1.6549480654529616,"[0.37060004 0.4106567  0.39963323 0.4466692  0.4794671  0.5534879
 0.46261582 0.5268133  0.56577224 0.48160553 0.41572148 0.39209658]",happy
"[-3.0305548e+02  2.9626783e+01  1.7437164e-02  1.0391813e+01
  6.5511451e+00 -3.1435080e+00  1.9589084e+00 -8.3354735e-01
 -7.9612894e+00  9.2451582e+00 -1.1493552e+01  2.9264989e+00
  6.1264143e+00  2.9997151e+00  2.1782141e+00 -9.7270888e-01
 -4.8011966e+00  9.3096571e+00 -4.4801979e+00  5.3260074e+00
  8.0990057e+00  1.5671748e+00 -1.7887180e-01  3.2277169e+00
 -3.1513274e+00  6.1132121e+00 -1.7989950e+00 -1.0148324e+00
 -4.9413776e+00 -3.4094567e+00 -5.0593991e+00  4.5503137e-01
 -3.3772063e+00  6.3369817e-01 -3.8207629e+00  1.4618015e+00
 -2.5689326e-02  1.9486051e+00  1.9562439e+00  7.0216358e-01]",1.1399158892632775,1.1593820791755896,1.0251320941574384,"[0.34590054 0.47321275 0.3890052  0.34973538 0.32849154 0.24474046
 0.33922747 0.30564737 0.25285986 0.24278885 0.25531226 0.29365653]",fear
"[-6.7896069e+02  4.2616314e+01 -6.0711169e+00  1.0169270e+01
 -7.2429338e+00 -6.2655983e+00 -9.7191067e+00 -1.1477017e+01
 -4.3141251e+00 -1.5157933e+00 -4.7842751e+00 -1.0298960e+00
 -4.6645436e+00 -2.3160593e-01 -1.3772403e+00 -5.1554775e+00
 -2.8184228e+00  7.8583753e-01 -2.8975296e+00  1.1922054e+00
  1.1976187e+00  1.2136108e+00  2.0510726e+00  2.2498016e+00
  5.6368876e-01  2.0493388e+00 -6.6802967e-01  1.5769596e+00
 -1.6220509e+00  1.2516609e+00  4.0236056e-01  2.9819582e+00
  1.1354077e+00  1.5724002e+00 -5.1127756e-01  5.9908378e-01
 -1.2692114e+00 -2.2570737e-01  2.0036784e-01  1.0720779e+00]",1.6428592530272983,0.39894644258838347,-1.1654724995216612,"[0.449967   0.4695198  0.43510443 0.45350295 0.4370395  0.4669382
 0.4066425  0.40076482 0.39275357 0.3959338  0.394975   0.40694705]",sad
"[-6.5532098e+02  5.6072926e+01 -6.1506853e+00  8.5370722e+00
  4.2211399e+00 -9.3818913e+00 -5.1811475e-01 -6.2792902e+00
 -8.2614384e+00 -1.8149675e+00 -1.7847824e+00 -1.5915302e+00
 -2.1724822e-01 -5.8765328e-01 -1.6282620e+00  2.1120093e+00
 -4.6295133e+00 -1.5657873e+00 -4.5211768e-01  1.6277336e-01
 -1.8386620e+00 -2.5791037e-01 -3.9565458e+00  4.8736170e-01
 -2.1151710e+00  2.3121870e+00 -1.0079563e+00  2.2531683e+00
 -1.2751069e+00  2.8044543e+00  9.3179464e-01  3.6577249e+00
  2.5664525e+00  3.6994541e+00  2.8395524e+00  2.7555985e+00
 -1.9036989e-01  1.1562651e+00  7.8442878e-01  3.5470157e+00]",1.6076109905579494,1.571088450371573,-1.6616327820516485,"[0.6245425  0.59538656 0.56763405 0.6197753  0.6318875  0.5957838
 0.5592046  0.5629008  0.57764244 0.6066852  0.5981517  0.57891464]",surprise
"[-7.1200989e+02  6.4448746e+01  1.3877729e+00  2.9286903e+01
  1.5122467e+01  7.2001922e-01 -7.4595623e+00 -4.7686958e+00
  5.1380539e+00  4.0435085e+00 -7.1305923e+00  5.2754307e+00
 -8.5750684e-02 -1.9617792e+00  1.3026676e+00 -1.5727396e+00
  2.1046541e+00  8.1536281e-01 -5.6905851e+00  7.6182981e+00
 -3.7258306e+00 -2.3676512e+00 -4.1406898e+00  8.8651013e-01
 -3.4299707e+00  2.4110112e+00 -2.8678901e+00 -1.0471511e+00
 -4.1680378e-01 -1.8720166e-01 -2.3845396e+00 -3.8580650e-01
 -2.9047561e+00  8.8887322e-01 -8.9834815e-01  4.7841868e-01
 -2.2286720e+00 -6.4877141e-01 -4.5990653e+00 -2.2017018e-01]",1.4153918542616941,1.0524246086034337,-0.9640318043235866,"[0.58036786 0.5193835  0.5101118  0.5037978  0.45506537 0.4976522
 0.45779896 0.48375824 0.4694181  0.42650318 0.4702105  0.54607606]",neutral
"[-7.0241614e+02  7.6888893e+01  1.4526176e+01  2.4579590e+01
  1.8013536e+01  1.1452065e+00 -6.1717600e-01 -8.0215806e-01
  4.7863946e+00  1.9174779e-02 -4.3269899e-01  3.4558105e+00
  5.3933793e-01  3.4048569e+00 -1.5494159e-01  6.4611018e-02
  2.4270041e+00 -1.5752741e+00 -1.9511716e+00  2.7547069e+00
 -3.7958915e+00  1.3211747e-01 -2.8527627e+00 -1.2150574e+00
 -2.8148892e+00  1.2335333e+00 -2.9405029e+00  7.5614423e-01
 -2.1143122e+00 -3.3775821e-01  1.8169717e-01  8.4617680e-01
 -2.0418744e+00 -4.1458565e-01 -2.5344598e+00  9.3191344e-01
 -2.0985510e+00 -6.0675019e-01 -2.6246350e+00  5.8448710e-02]",0.29490055196768294,0.9809495947273179,-0.8781160155509226,"[0.5387445  0.59713465 0.62278897 0.6749846  0.6418468  0.6034021
 0.5845351  0.611322   0.55976844 0.5329376  0.4878554  0.4789566 ]",surprise
"[-4.7719095e+02  1.7809029e+01 -2.0450619e+01 -2.4235413e+00
 -4.9953170e+00 -1.4370736e+01 -1.9745716e+01 -1.4784820e+01
 -1.4106579e+01 -3.4518955e+00 -1.1875751e+01 -9.5856562e+00
 -2.8138609e+00 -8.5549955e+00 -4.8741907e-01 -7.3794899e+00
 -1.0502266e+01 -1.7351562e+00 -8.0147438e+00  3.8327414e-01
  5.2414389e+00  1.1693727e+01  1.1145346e+01  1.2688096e+01
  2.8788140e+00  3.6957510e+00 -2.8725898e+00  3.8356788e+00
  1.7045029e+00  4.0308161e+00 -2.1920652e+00 -1.3583616e+00
 -3.9871964e+00  1.8943003e+00 -2.3970215e-04 -2.6329154e-01
 -2.4633863e+00 -3.4920197e+00 -1.8714799e+00  5.5596942e-01]",2.033810564473718,1.6711642716676047,-1.0851909393202628,"[0.46534526 0.5336363  0.5697301  0.59320694 0.50565773 0.3882216
 0.3835044  0.39520717 0.45346543 0.47044012 0.5018843  0.4515676 ]",fear
"[-4.34416840e+02  6.15918350e+01  1.86982501e+00 -8.28807163e+00
  2.91327405e+00  3.22016144e+00 -1.36060095e+01 -3.46507430e-01
 -1.07108545e+01  3.89662361e+00 -1.28601847e+01 -6.91647959e+00
 -3.97218919e+00 -1.02553010e+00 -7.38506675e-01  2.35688210e+00
 -5.34823656e+00  4.47865915e+00  3.11772799e+00 -7.30696869e+00
  4.61390543e+00  1.43953047e+01  1.17403669e+01  2.72023754e+01
  2.27320900e+01  1.92351227e+01  1.04818859e+01  5.07991457e+00
 -3.31151867e+00  4.61615229e+00 -3.32912862e-01  3.29414105e+00
 -7.91616738e-01 -3.58898973e+00  1.04065917e-01  2.65658784e+00
 -1.51150334e+00  7.61364996e-01 -1.64093161e+00  8.87742400e-01]",-1.0926797635097802,-1.067383225642182,0.569542816008434,"[0.35558778 0.47237223 0.54865825 0.3800815  0.24507605 0.24381569
 0.2015031  0.18065125 0.25368646 0.27320495 0.32425466 0.31804127]",fear
"[-320.8727       41.644882    -13.084024      7.5657964   -11.779683
   -3.285425     -5.0019794   -13.224338     -9.751685     -5.7427034
   -3.9486346    -3.2108233    -7.1931214    -0.3803301    -7.067438
   -2.024719     -2.7215583    -0.90034723    0.42779508   -0.95304936
   -3.9518778     1.8398296     0.34855643    2.1391957     1.9085963
    4.8596797     3.594646      4.7543883     5.231873      7.2618217
    4.3598843     5.613538     -0.5013358     2.138367      1.4259914
    3.728681      1.4139001     1.1933923    -0.5763232     2.1268897 ]",0.05167028063318728,0.9532650035418453,-0.09532350740813121,"[0.3576154  0.3616797  0.42725646 0.40729225 0.4227508  0.43278483
 0.3881672  0.36702493 0.49328095 0.56807023 0.54790896 0.5488169 ]",angry
"[-4.3061755e+02  5.7821762e+01  8.1518106e+00 -2.4182034e+01
 -1.5641556e+00  4.9294381e+00 -1.2858852e+01 -4.3302860e+00
 -1.6872999e+01 -1.0800681e+00 -1.8441004e+01 -5.6125536e+00
 -3.6922085e+00 -3.1476286e-01 -8.3179779e+00  4.1546240e+00
 -1.6935650e+00  7.6768322e+00  4.6627469e+00 -1.7418658e+00
  4.0992579e+00  2.0710262e+01  1.4433517e+01  3.4202332e+01
  2.3553284e+01  1.6815483e+01  1.3973659e-01  1.2403293e+00
 -7.8481607e+00  9.0435410e+00  2.5896542e+00  1.2885526e+00
 -5.4018459e+00 -3.5817022e+00  5.4098530e+00  8.1619329e+00
 -3.7318671e+00 -1.7199258e+00 -4.1603599e+00  4.2625403e+00]",-0.846869883483052,-0.5682215122085286,0.5152371151669489,"[0.12118677 0.31195182 0.58972955 0.41943514 0.14948076 0.18073139
 0.19917135 0.16825736 0.1820882  0.1968239  0.1823736  0.13674732]",fear
"[-4.73018005e+02  9.83027496e+01  3.24463005e+01 -1.65672874e+01
 -2.57307100e+00  8.42673016e+00 -2.76855874e+00 -1.18027520e+00
 -1.74883842e+01 -1.11603985e+01 -1.80085030e+01 -1.02848434e+01
 -8.46365929e+00 -6.65909910e+00 -1.62750113e+00 -2.89331198e+00
  1.33355185e-01  1.25793600e+01  3.56987238e+00  1.59820175e+00
  1.23220170e+00  3.96765232e-01 -1.13004243e+00  3.21148348e+00
 -2.55561638e+00  6.46899033e+00  2.28890014e+00  1.18644943e+01
  1.17732167e+00  7.81526232e+00  2.30095673e+00  4.44207573e+00
  5.35457993e+00  3.00467443e+00  3.15491629e+00  5.89855957e+00
  1.45783222e+00  5.56196404e+00  4.06182766e+00  9.30953407e+00]",-1.205654111697711,-1.79970387150353,0.6263438176755649,"[0.2655097  0.19681987 0.2514951  0.29091504 0.36123008 0.3697847
 0.33111614 0.3092872  0.30536103 0.27231303 0.2612465  0.31512168]",happy
"[-5.1130078e+02  6.5291557e+01  1.6840534e+01  2.2601666e+00
  4.8953109e+00  8.7769327e+00 -2.2178605e+00 -2.1646557e+00
 -1.0002896e+01 -2.4147215e+00 -8.0869656e+00  4.6217899e+00
 -4.0653501e+00  2.9161274e+00  6.6971087e+00  3.0945425e+00
 -1.9654757e+00  7.1693950e+00 -8.3167189e-01 -3.3651927e+00
  1.5626850e+00  3.8980298e+00 -5.6389866e+00  2.3941236e+00
 -8.7367420e+00 -3.1306663e+00 -2.0400510e+00  2.2209642e+00
 -3.4849236e+00  9.0410638e-01 -8.2936611e+00  2.8666127e-01
 -1.7863163e+00  6.9255247e+00  1.9167131e+01  2.9880753e+01
  3.0661346e+01  2.8443617e+01  1.4371735e+01  6.3816137e+00]",-1.003479515016159,-0.7361871608699351,-0.09710765604597016,"[0.2717275  0.3256718  0.2758358  0.2272373  0.23211287 0.29962835
 0.709058   0.6411308  0.2674747  0.19051269 0.21033826 0.2301138 ]",neutral
"[-4.6004077e+02  2.2074089e+01 -2.0109749e+01 -6.6701698e+00
 -1.0128357e+01 -9.1660042e+00 -5.8316936e+00 -1.2712945e+01
 -1.2797385e+01 -4.2259550e-01 -5.3613052e+00 -8.6183472e+00
 -3.9327469e+00 -7.4929080e+00 -4.8547273e+00 -5.8342013e+00
 -2.8461938e+00  1.5491773e+00  9.8206449e-01  1.2587534e+00
 -1.4084634e+00 -7.6410687e-01  7.1805501e-01  4.5064058e+00
  3.2357476e+00  8.4208030e-01 -1.3560764e+00 -1.4624751e-01
 -5.3046203e-01 -5.6923258e-01 -3.0851333e+00 -2.4333509e-02
  1.0320809e+00  2.0782464e+00  5.7561304e-02  1.9522438e+00
 -2.3584375e-01  1.4281377e-01 -2.1365006e+00 -1.1369233e-01]",2.449879001868844,1.889885466816837,-1.4419528567034785,"[0.54374945 0.5155368  0.52879375 0.5353711  0.48448324 0.4697449
 0.517989   0.55630285 0.5004833  0.45210823 0.46785218 0.47434244]",disgust
"[-4.0737906e+02  3.3225052e+01 -2.3053622e+00 -1.5558643e+01
 -7.1618557e+00  1.1150548e+01 -1.6858362e+01  3.7083054e-01
 -1.6542543e+01 -2.1845934e+00 -9.8878965e+00  1.3761968e+01
 -7.3896629e-01  6.9583421e+00  1.1197404e+00  1.5814974e+00
 -4.0711427e+00 -2.3079848e+00 -7.3354506e+00 -9.5221081e+00
  2.1545568e+00  2.0473554e+00 -2.3212271e+00  1.1483417e+01
  1.6590063e+01  2.6404043e+01  2.4736832e+01  2.4892067e+01
  6.8322263e+00  7.7582908e+00  6.4892375e-01  1.3060648e+01
  5.8699293e+00  5.6629652e-01  1.3983780e+00 -1.1693062e+00
 -5.4908842e-01  1.0062570e+01  1.2564133e+00  1.8645169e+00]",-0.3776561061865955,0.4618472189315431,1.3047738875074864,"[0.51228356 0.30375448 0.24646741 0.25702414 0.34994346 0.27513048
 0.17115007 0.15894543 0.19526872 0.26395583 0.35510367 0.49620634]",angry
"[-6.2350421e+02  6.3976326e+01  1.0045710e+01  1.5080753e+01
  8.7683773e+00 -8.7618284e+00 -2.3443518e+00 -8.5672302e+00
 -1.1982460e+00 -3.7929282e+00 -5.9665895e+00  3.5763273e-01
 -3.5676670e-01 -4.8684154e+00  3.3482423e-01 -9.1442555e-01
 -4.9922762e+00  3.6010766e+00 -3.6934764e+00  4.0812320e-01
 -5.7382345e+00 -1.5412836e+00 -3.2671049e+00 -4.8855429e+00
 -2.7144935e+00  1.3488548e-01 -2.8973353e+00 -7.3291980e-02
 -2.3039231e+00 -1.1555001e+00 -4.0433540e+00  5.1615864e-01
 -2.0845194e+00 -1.2447918e-01 -5.4404706e-01 -1.5600746e+00
 -3.9307463e+00 -1.3247855e+00 -1.8522998e+00  4.5871237e-01]",0.9742891474699226,1.3992605000863902,-1.3848384466202468,"[0.52968043 0.58223414 0.5860307  0.5858693  0.58256114 0.5344159
 0.50994575 0.50655925 0.5063436  0.54421955 0.5869878  0.5224049 ]",surprise
"[-4.3345242e+02  6.9190796e+01  1.7840155e+01 -3.7161968e+00
 -3.0860786e+00  5.7484345e+00 -1.2155068e+01  3.4923759e+00
 -1.9368876e+01  6.2123213e+00 -1.2522102e+01  4.1275144e+00
 -5.2364793e+00  6.6293797e+00 -2.1338148e+00  1.4321244e+00
 -3.9316995e+00  5.2117696e+00  5.6147569e-01 -2.1349185e+00
  1.6797060e+00 -1.0572590e-01 -6.4641442e+00  3.7814167e+00
 -4.1489491e+00  1.7409633e+00 -3.7415683e-01  3.0577884e+00
 -3.6692120e-02  4.2986507e+00  5.9485845e-02  3.9778214e+00
 -5.1424217e-01  5.8305578e+00  2.5859337e+00  6.4512200e+00
  9.2216082e+00  8.5410938e+00  1.0232163e+01  1.0924686e+01]",0.13639098668780217,-0.6817971205110438,0.03525639965979143,"[0.32411563 0.31418204 0.33823422 0.37422898 0.41550648 0.37186363
 0.31070352 0.29220384 0.31766587 0.3301012  0.33368182 0.3313046 ]",disgust
"[-6.9720941e+02  4.3801369e+01 -7.0469546e+00  2.4270084e+00
 -8.7182980e+00 -5.1306729e+00 -1.1199373e+01 -1.3891502e+01
 -8.8672142e+00 -8.0195198e+00 -8.5633774e+00 -2.5248332e+00
 -7.3196073e+00 -4.5604706e+00 -6.4044327e-01 -8.7873840e+00
 -4.0981703e+00 -2.7290199e+00 -4.7089686e+00 -5.3636055e+00
 -4.0458250e+00 -4.1513815e+00 -3.4401584e+00 -2.6179628e+00
 -3.8007498e-02  8.1333235e-02 -1.0592377e+00  2.9595683e+00
  1.0385672e+00  2.1289485e+00  1.9048450e+00  4.1619601e+00
  5.0308838e+00  7.9508414e+00  7.3124809e+00  6.2566557e+00
  2.1345415e+00  8.8301897e-01 -1.1038773e+00 -5.9528077e-01]",1.3245292941278766,-0.11477107245984013,-1.8769050454024747,"[0.3376078  0.3656151  0.3771908  0.34723797 0.3072324  0.3218461
 0.3527238  0.493317   0.49234587 0.35201693 0.33974087 0.34273878]",sad
"[-3.79165253e+02  5.48201714e+01 -9.37346160e-01  3.71013565e+01
 -2.47855616e+00 -1.27327032e+01 -4.41140270e+00 -1.74716053e+01
 -2.02577729e-02  8.98016632e-01 -1.46564245e+01  1.49758787e+01
 -7.14503288e+00  5.20228529e+00 -1.56204545e+00 -7.26898813e+00
  4.74217272e+00 -7.50671959e+00 -8.17472744e+00  2.77513814e+00
 -8.89120007e+00 -3.52983546e+00 -7.19190025e+00 -5.09367418e+00
 -4.46966600e+00 -4.53638315e+00 -1.88054001e+00 -6.78861916e-01
 -4.30843830e+00 -1.62584886e-01 -1.14133940e+01 -1.66085158e-02
 -2.81295276e+00  1.37531395e+01  2.05577374e+01  3.24987106e+01
  2.92664375e+01  2.11281147e+01  6.50101471e+00 -4.39110428e-01]",-0.6993484488985592,0.06738176427550831,0.7596352773762427,"[0.22569534 0.4888984  0.20397595 0.11904795 0.12417359 0.38345462
 0.7812454  0.43967894 0.20769863 0.13755709 0.12121993 0.13091402]",neutral
"[-5.70000305e+02  2.92318554e+01 -2.85720501e+01 -1.17193949e+00
 -8.96889973e+00 -1.06607418e+01 -1.36179552e+01 -1.91573963e+01
 -4.76686764e+00 -3.65552449e+00 -1.03126745e+01 -5.83118486e+00
 -4.95265627e+00  2.87345600e+00 -8.87124348e+00 -3.45336652e+00
 -3.42430234e+00  8.70328173e-02  5.24487734e+00  1.25936213e+01
  1.43772211e+01  9.61543941e+00  4.68936777e+00  4.22471952e+00
 -1.83338940e+00 -2.79124665e+00  1.00872946e+00  8.29491168e-02
  8.38207185e-01 -1.76319456e+00 -4.95572281e+00  3.39485586e-01
 -1.59467781e+00 -2.31049681e+00 -2.05617046e+00 -1.67423964e+00
 -3.60285759e+00  1.65713215e+00  4.15189862e-01  3.37453985e+00]",1.8664658336743685,1.0711817201863503,-0.8771510025460743,"[0.39624918 0.28019664 0.29180977 0.43315616 0.47936717 0.4452052
 0.36332205 0.37099984 0.41459545 0.375466   0.45375502 0.496494  ]",fear
"[-405.63324      41.68931      -4.666611     -5.318692     -6.355646
    6.4771905   -26.075594    -12.495351    -18.138206     -4.999095
    2.66269       0.5204567     5.0302205     2.4922829    -1.2685503
    1.9421107    -2.10233      -0.66987985   -1.2755996    -9.03605
   -6.78921       0.60951596  -10.216421      7.7261095    10.370492
   18.163904     22.29085      27.576252     16.57663      14.94716
    3.5156856     5.9573164    11.515084      6.1852493     7.7225795
    1.2344074     2.842427      7.8378615    -1.7489345     2.0929132 ]",-1.0797199537415072,-0.3835621420934674,0.5302926856429447,"[0.50074834 0.42084044 0.23649316 0.25706366 0.3099446  0.2665826
 0.2637537  0.32081747 0.31011426 0.2567184  0.2968561  0.40245008]",angry
"[-4.04623474e+02  5.39482651e+01 -2.87925673e+00 -1.46010742e+01
 -2.08339901e+01  7.46600151e+00 -1.26047363e+01  2.27164999e-01
 -1.68619995e+01 -2.89261222e+00 -1.04638920e+01  9.54293823e+00
 -6.52368212e+00  1.79400504e+00  3.23302150e-01  4.91188884e-01
 -6.57952738e+00 -6.24316978e+00  1.21795976e+00 -1.12171202e+01
 -8.78732622e-01  2.85955644e+00  3.03963304e+00  1.70737591e+01
  2.39975910e+01  2.38429184e+01  2.13776474e+01  1.95246162e+01
  5.34878540e+00  5.98026180e+00  6.26783800e+00  1.12301779e+01
  7.60415888e+00  4.27673960e+00  2.68585062e+00 -1.01018906e+00
  4.77116585e+00  1.03903475e+01 -1.43681991e+00 -4.95725840e-01]",-0.9563369748182485,-0.7407353535605218,1.4094471699837798,"[0.4881465  0.45286787 0.2589668  0.23747306 0.21317053 0.17428209
 0.19670701 0.2780982  0.335153   0.31603843 0.2507211  0.30732256]",angry
"[-4.2319666e+02  7.2525833e+01  2.8460938e+01 -8.0741282e+00
 -1.3282814e+01  2.8607769e+00 -9.0582876e+00 -4.5426950e+00
 -2.0244604e+01 -8.4457273e+00 -1.2056100e+01 -1.3488252e+01
  7.0370036e-01 -2.2261152e+00  2.9230852e+00  4.0852847e+00
  1.0617994e+00  1.1778060e+01 -2.4746170e+00 -6.2862396e-02
  3.7142475e+00  3.1896489e+00  2.8013399e+00  6.6985850e+00
 -1.6998777e+00  5.9704890e+00  1.6967502e+00  9.3216457e+00
  4.4061546e+00  9.2584057e+00  1.0775425e+00  2.9915533e+00
  4.2079110e+00  5.1784563e+00  2.1400092e+00  4.6583381e+00
  7.4577749e-01  2.1622593e+00  3.5954807e+00  6.4319687e+00]",-0.7899408614991518,-0.7978005010290935,0.6436382639094876,"[0.27881923 0.21314625 0.2167816  0.32886168 0.3713945  0.2974012
 0.25434622 0.27164918 0.2854609  0.25999087 0.3143179  0.37905285]",happy
